Time:128Hz,Epoch,AF3,F7,F3,FC5,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.2734375000,8,378.8461608887,5800.8974609375,6568.9741210938,3494.6154785156,4320.7690429688,8131.5385742188,8092.5639648438,6288.7177734375,,,
0.2812500000,9,1799.1025390625,4620.1284179688,8217.0517578125,8204.3593750000,4561.4101562500,7430.5126953125,3396.7949218750,3884.7436523438,33552,0.2812500000,0.0000000000
0.2890625000,9,3292.4357910156,5039.4873046875,6120.8974609375,2588.7180175781,6922.9487304688,1323.5897216797,5836.9228515625,5512.1796875000,33552,0.2812500000,0.0000000000
0.2968750000,9,526.9230957031,1227.3077392578,154.4871673584,7916.1538085938,2787.8205566406,5780.8974609375,5951.9228515625,443.0769042969,33552,0.2968750000,0.0000000000
0.3046875000,9,5488.7177734375,2382.3076171875,2692.8205566406,3124.1025390625,5827.0512695312,582.5640869141,3986.6667480469,1463.0769042969,,,
0.3125000000,10,8361.6669921875,3685.5129394531,3971.1538085938,6374.6152343750,2539.8718261719,2241.5385742188,5795.7690429688,3798.7180175781,33552,0.3125000000,0.0000000000
0.3203125000,10,4158.7177734375,5209.7436523438,4030.0000000000,4383.0771484375,7847.4360351562,855.0000000000,1215.7691650391,4184.3588867188,33552,0.3125000000,0.0000000000
0.3281250000,10,1748.2050781250,6328.9741210938,939.2307739258,5646.1538085938,2620.8974609375,74.7435836792,5256.9228515625,1344.6153564453,33552,0.3281250000,0.0000000000
0.3359375000,10,6910.0000000000,1262.5640869141,4410.5126953125,4045.0000000000,3398.0769042969,3319.8718261719,5157.3076171875,2186.5385742188,,,
0.3437500000,11,1791.0256347656,2912.6923828125,6816.0258789062,7017.0512695312,2414.1025390625,7634.2309570312,3412.4357910156,7364.1025390625,33552,0.3437500000,0.0000000000
0.3515625000,11,5787.0512695312,5123.5898437500,197.9487152100,7576.6665039062,2365.6411132812,6953.3334960938,1815.7691650391,2673.2050781250,33552,0.3437500000,0.0000000000
0.3593750000,11,4883.2050781250,7590.5126953125,3893.7180175781,1105.5128173828,2131.1538085938,7150.8974609375,6878.7177734375,1347.6922607422,33552,0.3593750000,0.0000000000
0.3671875000,11,7935.5126953125,8010.3847656250,2484.3588867188,2967.3076171875,4895.1284179688,3939.2307128906,8191.4101562500,6400.2563476562,,,
0.3750000000,12,5694.1025390625,6846.4101562500,6747.6923828125,2177.0512695312,3890.8974609375,5421.6665039062,3234.7436523438,2935.0000000000,33552,0.3750000000,0.0000000000
0.3828125000,12,4321.9228515625,6122.5639648438,6878.2050781250,3890.8974609375,6316.0258789062,6165.3847656250,6456.1538085938,1441.4102783203,33552,0.3750000000,0.0000000000
0.3906250000,12,1100.0000000000,4251.9228515625,1469.4871826172,594.2307739258,7682.3076171875,7.9487090111,430.0000000000,6780.3847656250,33552,0.3906250000,0.0000000000
0.3984375000,12,5521.6665039062,6417.6923828125,2549.7436523438,6367.1796875000,2983.4614257812,1691.1538085938,3296.1538085938,7829.1025390625,,,
0.4062500000,13,1510.1281738281,6092.4360351562,7013.7177734375,2923.3332519531,4563.7177734375,4437.9487304688,6567.5639648438,6663.9741210938,33552,0.4062500000,0.0000000000
0.4140625000,13,550.7692260742,5388.2050781250,3634.4870605469,7986.1538085938,2948.0769042969,330.0000000000,375.6410217285,4245.0000000000,33552,0.4062500000,0.0000000000
0.4218750000,13,470.8974304199,928.3333129883,3330.1281738281,7903.8461914062,6990.6411132812,1909.7435302734,3191.1538085938,7604.6152343750,33552,0.4218750000,0.0000000000
0.4296875000,13,149.9999847412,1924.3590087891,3630.2563476562,1856.6666259766,7972.5639648438,1505.1281738281,6652.3076171875,1563.2050781250,,,
0.4375000000,14,7180.5126953125,5298.5898437500,1596.6666259766,6440.5126953125,7857.9487304688,7083.3334960938,6828.0771484375,5308.9741210938,33552,0.4375000000,0.0000000000
0.4453125000,14,1922.4359130859,5507.4360351562,5048.8461914062,5857.9487304688,1112.4359130859,6889.3588867188,4818.8461914062,86.1538391113,33552,0.4375000000,0.0000000000
0.4531250000,14,4330.7690429688,910.6409912109,4565.5126953125,2208.9743652344,1104.6153564453,3687.1794433594,857.4359130859,655.8973999023,33552,0.4531250000,0.0000000000
0.4609375000,14,8157.5639648438,4014.3588867188,2447.1794433594,3187.9487304688,6690.8974609375,8190.6411132812,6158.4614257812,2440.2563476562,,,
0.4687500000,15,5085.2563476562,3492.9487304688,4635.6411132812,6258.5898437500,5370.8974609375,4899.2309570312,2692.4357910156,2240.7692871094,33552,0.4687500000,0.0000000000
0.4765625000,15,1864.6153564453,5030.6411132812,1542.6922607422,7682.5639648438,8190.5126953125,242.9487152100,3580.5129394531,8005.1284179688,33552,0.4687500000,0.0000000000
0.4843750000,15,6754.1025390625,728.2051391602,7589.6152343750,3295.8974609375,6964.4873046875,6627.0512695312,8067.9487304688,6863.0771484375,33552,0.4843750000,0.0000000000
0.4921875000,15,5701.9228515625,6928.7177734375,924.6153564453,7215.3847656250,2341.1538085938,7392.0512695312,2016.9230957031,5994.1025390625,,,
0.5000000000,16,7032.6923828125,2026.7949218750,3255.0000000000,5362.6923828125,4945.6411132812,4336.9228515625,948.3333129883,7510.3847656250,33552,0.5000000000,0.0000000000
0.5078125000,16,7104.8715820312,1477.6922607422,323.7179260254,742.9487304688,5637.9487304688,6402.8203125000,5614.6152343750,2750.8974609375,33552,0.5000000000,0.0000000000
0.5156250000,16,2794.6154785156,4450.5126953125,3646.5385742188,5640.5126953125,2375.2563476562,1156.9230957031,6184.6152343750,3247.0512695312,33552,0.5156250000,0.0000000000
0.5234375000,16,6980.5126953125,5299.6152343750,5948.4614257812,7803.4614257812,8232.3076171875,3879.8718261719,5586.4101562500,5120.7690429688,,,
0.5312500000,17,6140.3847656250,246.0256347656,7504.6152343750,4863.3334960938,5111.0258789062,8122.4360351562,2925.8974609375,3483.9743652344,33552,0.5312500000,0.0000000000
0.5390625000,17,5761.7949218750,4222.1796875000,7974.4873046875,6145.5126953125,4942.3076171875,5825.2563476562,7669.6152343750,1346.4102783203,33552,0.5312500000,0.0000000000
0.5468750000,17,5404.4873046875,6155.7690429688,4788.5898437500,7260.8974609375,6288.7177734375,6963.2050781250,1976.2821044922,1470.3846435547,33552,0.5468750000,0.0000000000
0.5546875000,17,8025.1284179688,3974.1025390625,1568.4615478516,8262.8203125000,1396.4102783203,7977.9487304688,321.6666564941,5617.0512695312,,,
0.5625000000,18,503.9743652344,2013.5897216797,6207.6923828125,8112.1796875000,6442.3076171875,7503.2050781250,6317.8203125000,3540.0000000000,33552,0.5625000000,0.0000000000
0.5703125000,18,3786.6667480469,677.4359130859,5992.9487304688,7700.1284179688,6174.7436523438,4903.0771484375,3764.6154785156,3888.7180175781,33552,0.5625000000,0.0000000000
0.5781250000,18,3119.3588867188,2158.7180175781,4245.6411132812,7523.7177734375,1588.0769042969,3864.1025390625,7472.3076171875,381.6666564941,33552,0.5781250000,0.0000000000
0.5859375000,18,7786.4101562500,4276.4101562500,8335.5126953125,7523.5898437500,5976.2822265625,2939.2307128906,6662.0512695312,7632.4360351562,,,
0.5937500000,19,1975.5128173828,4879.8715820312,2379.2307128906,2746.2819824219,566.1538085938,6763.4614257812,1307.8205566406,3239.2307128906,33552,0.5937500000,0.0000000000
0.6015625000,19,4401.5385742188,7861.5385742188,3174.6154785156,5235.5126953125,149.4871673584,1301.0256347656,1794.7435302734,2164.1025390625,33552,0.5937500000,0.0000000000
0.6093750000,19,6727.9487304688,6536.1538085938,8061.9228515625,1750.0000000000,1987.8205566406,6674.4873046875,8237.4355468750,946.1538696289,33552,0.6093750000,0.0000000000
0.6171875000,19,2067.5642089844,1148.5897216797,4695.1284179688,7215.1284179688,1642.6922607422,980.3845825195,6118.8461914062,1011.4102783203,,,
0.6250000000,20,4939.6152343750,3930.1281738281,7208.2050781250,5013.5898437500,2750.5126953125,6950.8974609375,2483.5898437500,8365.5126953125,33552,0.6250000000,0.0000000000
0.6328125000,20,7309.2309570312,4144.1025390625,3696.1538085938,7619.6152343750,7553.5898437500,2980.3845214844,1408.2050781250,2020.3846435547,33552,0.6250000000,0.0000000000
0.6406250000,20,5422.0512695312,968.4615478516,6949.1025390625,1402.1794433594,3537.4357910156,684.7435913086,7992.9487304688,2178.3332519531,33552,0.6406250000,0.0000000000
0.6484375000,20,1123.0769042969,3289.7436523438,7956.9228515625,4214.2309570312,2420.1281738281,4309.4873046875,13.7179393768,6608.7177734375,,,
0.6562500000,21,5813.0771484375,1565.7691650391,5563.9741210938,2522.5642089844,8273.5898437500,5236.1538085938,7188.8461914062,2108.2050781250,33552,0.6562500000,0.0000000000
0.6640625000,21,1265.1281738281,7362.0512695312,2836.0256347656,2121.5385742188,7686.5385742188,4094.7436523438,7910.1284179688,3735.0000000000,33552,0.6562500000,0.0000000000
0.6718750000,21,5222.1796875000,717.6923217773,8214.4873046875,3994.4870605469,7720.8974609375,6949.1025390625,7952.0512695312,7846.4101562500,33552,0.6718750000,0.0000000000
0.6796875000,21,1289.7435302734,2685.3845214844,7936.1538085938,3908.0769042969,573.5897216797,2385.2563476562,5883.9741210938,3369.2307128906,,,
0.6875000000,22,5542.4360351562,5886.9228515625,34.7435798645,6822.4360351562,1342.3077392578,1129.1025390625,5173.9741210938,8381.0253906250,33552,0.6875000000,0.0000000000
0.6953125000,22,4636.7949218750,350.2564086914,6117.0512695312,2524.1025390625,1087.4359130859,1945.3846435547,3559.4870605469,5292.5639648438,33552,0.6875000000,0.0000000000
0.7031250000,22,4759.7436523438,7778.4614257812,3867.1794433594,1801.9230957031,606.5384521484,5912.5639648438,5187.1796875000,578.2051391602,33552,0.7031250000,0.0000000000
0.7109375000,22,4464.6152343750,5038.3334960938,5845.0000000000,8026.0258789062,4600.0000000000,1749.7435302734,644.6153564453,6873.7177734375,,,
0.7187500000,23,1161.5384521484,2184.7436523438,6100.3847656250,1249.2307128906,1206.5384521484,2240.3845214844,8124.3588867188,8371.9228515625,33552,0.7187500000,0.0000000000
0.7265625000,23,5013.5898437500,7755.7690429688,6362.9487304688,345.0000000000,143.9743499756,4957.3076171875,3902.8205566406,5653.0771484375,33552,0.7187500000,0.0000000000
0.7343750000,23,1910.7691650391,570.7692260742,704.8717651367,2731.4101562500,2359.6154785156,6195.1284179688,8277.0517578125,5739.2309570312,33552,0.7343750000,0.0000000000
0.7421875000,23,7848.5898437500,2431.4101562500,5229.4873046875,6881.5385742188,1165.5128173828,7105.8974609375,8075.5126953125,4683.7177734375,,,
0.7500000000,24,1447.8205566406,4013.3332519531,2723.0769042969,6206.0258789062,1071.6666259766,8368.8457031250,2152.0512695312,3216.4101562500,33552,0.7500000000,0.0000000000
0.7578125000,24,4676.0258789062,5903.7177734375,8111.6665039062,4517.6923828125,3485.0000000000,713.5897216797,7489.3588867188,2210.2563476562,33552,0.7500000000,0.0000000000
0.7656250000,24,3443.9743652344,633.2051391602,7666.5385742188,7046.6665039062,6319.3588867188,8324.7431640625,4251.0258789062,4639.1025390625,33552,0.7656250000,0.0000000000
0.7734375000,24,973.3333129883,297.1794738770,5577.1796875000,2714.3588867188,5157.3076171875,2423.2050781250,1417.4359130859,6047.1796875000,,,
0.7812500000,25,4.2307600975,7238.7177734375,5544.7436523438,2361.1538085938,2541.6667480469,5588.3334960938,5745.1284179688,3321.6667480469,33552,0.7812500000,0.0000000000
0.7890625000,25,2157.8205566406,939.7435913086,6696.1538085938,1787.6922607422,7464.2309570312,2163.2050781250,2659.4870605469,955.0000000000,33552,0.7812500000,0.0000000000
0.7968750000,25,7254.6152343750,7584.7436523438,4419.1025390625,525.5128173828,7609.2309570312,1912.1794433594,6099.6152343750,3875.1281738281,33552,0.7968750000,0.0000000000
0.8046875000,25,7691.9228515625,2949.3588867188,1353.4615478516,3990.8974609375,5152.5639648438,6741.9228515625,5121.0258789062,7925.5126953125,,,
0.8125000000,26,692.4359130859,2420.2563476562,1308.5897216797,589.1025390625,3037.0512695312,4890.7690429688,2677.5642089844,5735.7690429688,33552,0.8125000000,0.0000000000
0.8203125000,26,3751.5385742188,1321.7949218750,4761.5385742188,3122.0512695312,5050.5126953125,5593.3334960938,7632.6923828125,193.4615325928,33552,0.8125000000,0.0000000000
0.8281250000,26,75.7692184448,2537.4357910156,1003.9743652344,5302.5639648438,1302.4359130859,142.0512695312,7593.0771484375,857.9487304688,33552,0.8281250000,0.0000000000
0.8359375000,26,139.9999847412,7440.5126953125,573.9743652344,21.7948627472,50.5128097534,6350.5126953125,2539.6154785156,8198.7177734375,33552,0.8359375000,0.0000000000
0.8437500000,27,3888.3332519531,7922.6923828125,6643.4614257812,8136.2822265625,360.6410217285,706.0256347656,4645.2563476562,7058.8461914062,,,
0.8515625000,27,3849.2307128906,4929.2309570312,426.9230651855,5287.1796875000,7409.1025390625,4593.2050781250,462.1794738770,2927.4357910156,,,
0.8593750000,27,6971.7949218750,3104.7436523438,1301.4102783203,1541.6666259766,5443.7177734375,5583.7177734375,1527.1794433594,5043.4614257812,33552,0.8593750000,0.0000000000
0.8671875000,27,7615.2563476562,7160.5126953125,4979.2309570312,1001.7948608398,4141.6665039062,596.7948608398,8219.1025390625,5962.6923828125,,,
0.8750000000,28,2215.5126953125,2334.1025390625,6908.5898437500,3720.7692871094,6587.1796875000,3331.2819824219,3239.4870605469,1745.3846435547,33552,0.8750000000,0.0000000000
0.8828125000,28,3147.5642089844,5229.8715820312,1595.3846435547,5038.7177734375,5072.8203125000,7757.6923828125,197.8205108643,1460.8974609375,33552,0.8750000000,0.0000000000
0.8906250000,28,6625.0000000000,447.1794738770,539.2307739258,4285.8974609375,2307.9487304688,2948.4614257812,8150.3847656250,2312.1794433594,33552,0.8906250000,0.0000000000
0.8984375000,28,6328.2050781250,5614.6152343750,1537.3077392578,4731.1538085938,7598.7177734375,5008.2050781250,6480.3847656250,5458.9741210938,,,
0.9062500000,29,1901.2821044922,7667.3076171875,3033.4614257812,5067.0512695312,5627.5639648438,3033.9743652344,82.4358901978,6122.5639648438,33552,0.9062500000,0.0000000000
0.9140625000,29,6731.6665039062,580.0000000000,1706.4102783203,3850.3845214844,4142.5639648438,8173.4614257812,5989.4873046875,5850.1284179688,33552:33552,0.9062500000:0.9140625000,0.0000000000:0.0000000000
0.9218750000,29,3252.0512695312,2141.4101562500,1033.0769042969,2733.8461914062,6876.7949218750,1036.6666259766,1609.2307128906,3624.8718261719,,,
0.9296875000,29,2854.8718261719,5803.0771484375,5378.3334960938,1408.4615478516,7770.0000000000,5012.6923828125,6126.2822265625,4259.7436523438,33552,0.9296875000,0.0000000000
0.9375000000,30,2860.0000000000,5509.8715820312,5135.6411132812,6712.6923828125,2037.4359130859,6634.8715820312,7945.7690429688,1735.8974609375,,,
0.9453125000,30,3593.0769042969,3927.3076171875,5954.4873046875,7943.7177734375,5576.2822265625,7385.3847656250,5249.7436523438,1510.3846435547,33552,0.9453125000,0.0000000000
0.9531250000,30,5820.2563476562,2113.8461914062,3545.7692871094,4752.9487304688,4302.6923828125,553.9743652344,129.8717803955,6849.7436523438,,,
0.9609375000,30,2210.7692871094,5917.5639648438,5422.8203125000,6381.2822265625,7997.9487304688,2681.9230957031,7658.8461914062,5941.1538085938,,,
0.9687500000,31,3713.2050781250,2140.7692871094,3632.0512695312,716.1538085938,5768.2050781250,5162.4360351562,5258.4614257812,2550.5126953125,33552,0.9687500000,0.0000000000
0.9765625000,31,914.8717651367,2286.4101562500,5756.6665039062,8181.0258789062,2048.7180175781,3528.5898437500,3026.1538085938,1687.0512695312,33552,0.9687500000,0.0000000000
0.9843750000,31,5909.3588867188,1074.2307128906,3879.8718261719,4240.0000000000,7534.6152343750,2421.6667480469,3862.5642089844,6528.5898437500,33552,0.9843750000,0.0000000000
0.9921875000,31,4978.7177734375,1573.5897216797,2881.2819824219,3798.9743652344,2991.0256347656,3992.0512695312,7580.6411132812,309.8717956543,,,
1.0000000000,32,7836.9228515625,691.4102783203,10.5128116608,1660.2563476562,5125.0000000000,5012.8203125000,5841.0258789062,3627.9487304688,33552,1.0000000000,0.0000000000
1.0078125000,32,3528.5898437500,3115.8974609375,2256.5385742188,7671.0258789062,4818.2050781250,2102.6923828125,3575.5129394531,7928.8461914062,33552,1.0000000000,0.0000000000
1.0156250000,32,1597.0512695312,3572.8205566406,5473.2050781250,6115.0000000000,5753.8461914062,2223.5898437500,2728.8461914062,5672.3076171875,33552,1.0156250000,0.0000000000
1.0234375000,32,7099.2309570312,3362.4357910156,7591.1538085938,1086.7949218750,4346.6665039062,6358.2050781250,2114.3588867188,6664.7436523438,,,
1.0312500000,33,2712.6923828125,1451.2821044922,2979.3588867188,5767.9487304688,5563.8461914062,3653.4614257812,6235.7690429688,4714.4873046875,33552,1.0312500000,0.0000000000
1.0390625000,33,1222.0512695312,6322.9487304688,2153.8461914062,4036.5385742188,3160.2563476562,3523.2050781250,6607.4360351562,7331.7949218750,33552:33552,1.0312500000:1.0390625000,0.0000000000:0.0000000000
1.0468750000,33,7304.6152343750,5958.4614257812,2022.6922607422,4836.6665039062,6229.7436523438,5766.0258789062,3232.4357910156,7120.0000000000,,,
1.0546875000,33,4419.3588867188,4848.3334960938,6792.8203125000,2237.3076171875,6457.6923828125,4362.4360351562,1691.6666259766,947.8204956055,,,
1.0625000000,34,303.9743652344,7073.9741210938,1621.2821044922,1351.6666259766,6763.5898437500,1048.5897216797,723.9743652344,2797.5642089844,33552,1.0625000000,0.0000000000
1.0703125000,34,1728.3333740234,6208.2050781250,4661.1538085938,6008.4614257812,4396.0258789062,3823.2050781250,2250.2563476562,2729.7436523438,33552,1.0625000000,0.0000000000
1.0781250000,34,8013.5898437500,1207.0512695312,8395.5126953125,6460.2563476562,2401.2819824219,6890.2563476562,5419.1025390625,1824.7435302734,33552,1.0781250000,0.0000000000
1.0859375000,34,3982.3076171875,6153.2050781250,5165.1284179688,1882.6922607422,3117.8205566406,1532.8205566406,341.7948608398,3512.4357910156,,,
1.0937500000,35,5155.7690429688,7525.1284179688,4354.7436523438,4250.0000000000,2450.3845214844,3052.0512695312,3450.2563476562,2215.8974609375,33552,1.0937500000,0.0000000000
1.1015625000,35,3367.6923828125,8086.1538085938,4758.9741210938,2264.7436523438,7656.6665039062,1915.3846435547,3206.4101562500,4473.2050781250,33552,1.0937500000,0.0000000000
1.1093750000,35,2951.7949218750,6198.5898437500,526.2820434570,642.0512695312,732.9487304688,3461.2819824219,5036.1538085938,2956.0256347656,33552,1.1093750000,0.0000000000
1.1171875000,35,851.5384521484,1512.9487304688,218.5897369385,7884.3588867188,2448.5898437500,4250.5126953125,7482.6923828125,7697.8203125000,,,
1.1250000000,36,6842.3076171875,5294.7436523438,2768.5898437500,368.5897216797,3837.5642089844,3262.4357910156,297.9486999512,6135.6411132812,33552,1.1250000000,0.0000000000
1.1328125000,36,7932.9487304688,1506.6666259766,8395.7695312500,5581.1538085938,7238.0771484375,1605.3846435547,3558.7180175781,3367.1794433594,33552,1.1250000000,0.0000000000
1.1406250000,36,3131.4101562500,8187.1796875000,7151.5385742188,4705.5126953125,5545.6411132812,7202.6923828125,6590.8974609375,7747.9487304688,33552,1.1406250000,0.0000000000
1.1484375000,36,4471.0258789062,7690.7690429688,2611.0256347656,942.4359130859,5432.1796875000,2409.1025390625,8218.5898437500,4440.6411132812,,,
1.1562500000,37,6890.5126953125,1592.6922607422,4010.7692871094,5291.2822265625,6470.2563476562,6429.7436523438,7402.1796875000,23.0769138336,33552,1.1562500000,0.0000000000
1.1640625000,37,3160.8974609375,7050.0000000000,5411.2822265625,1527.1794433594,2921.6667480469,7157.6923828125,2760.7692871094,4842.9487304688,33552,1.1562500000,0.0000000000
1.1718750000,37,549.7435913086,7210.1284179688,5524.1025390625,5148.4614257812,6813.3334960938,6756.6665039062,1301.2821044922,5849.7436523438,33552,1.1718750000,0.0000000000
1.1796875000,37,8356.7949218750,2034.3590087891,5520.6411132812,5453.5898437500,3615.5129394531,5351.0258789062,29.4871711731,2226.9230957031,,,
1.1875000000,38,3022.5642089844,4755.5126953125,2501.7949218750,6813.0771484375,3839.7436523438,1418.0769042969,1707.9487304688,3783.2050781250,33552,1.1875000000,0.0000000000
1.1953125000,38,2035.6409912109,299.8717956543,1075.5128173828,3617.8205566406,1343.9743652344,3907.8205566406,8243.3330078125,2270.0000000000,33552,1.1875000000,0.0000000000
1.2031250000,38,8082.4360351562,8146.0258789062,6821.1538085938,2001.0256347656,4331.1538085938,3001.6667480469,2663.8461914062,6118.4614257812,33552,1.2031250000,0.0000000000
1.2109375000,38,1385.5128173828,3018.2050781250,4840.0000000000,3285.3845214844,8401.2822265625,1546.4102783203,1751.5384521484,409.7435913086,,,
1.2187500000,39,2977.1794433594,1847.5640869141,2887.1794433594,3465.3845214844,2919.4870605469,7162.4360351562,4852.8203125000,1445.8974609375,33552,1.2187500000,0.0000000000
1.2265625000,39,932.6923217773,4393.9741210938,4720.1284179688,615.8973999023,6872.4360351562,5449.6152343750,6177.9487304688,1031.7949218750,33552,1.2187500000,0.0000000000
1.2343750000,39,5164.3588867188,1885.7691650391,5408.5898437500,5016.7949218750,7012.9487304688,8091.2822265625,4076.1538085938,4203.9741210938,33552,1.2343750000,0.0000000000
1.2421875000,39,1879.6153564453,5233.9741210938,4135.5126953125,6270.3847656250,4673.0771484375,4004.1025390625,8137.9487304688,4888.8461914062,,,
1.2500000000,40,7722.3076171875,2750.1281738281,3557.6923828125,2141.7949218750,4372.1796875000,6815.3847656250,728.5897216797,8305.7695312500,33552,1.2500000000,0.0000000000
1.2578125000,40,6905.1284179688,7259.8715820312,888.2051391602,1843.9743652344,1830.7691650391,7350.1284179688,4775.7690429688,1220.2563476562,33552,1.2500000000,0.0000000000
