Time:128Hz,Epoch,AF3,F7,F3,FC5,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.8984375000,28,5109.2309570312,4598.3334960938,2456.7949218750,5526.9228515625,5977.0512695312,3467.3076171875,7838.3334960938,3165.0000000000,,,
0.9062500000,29,583.7179565430,7527.4360351562,6152.3076171875,5088.3334960938,614.8717651367,7933.7177734375,5781.7949218750,8158.4614257812,33552,0.9062500000,0.0000000000
0.9140625000,29,40.6410179138,4462.5639648438,7955.0000000000,4168.0771484375,1043.3333740234,7681.0258789062,6102.8203125000,7837.1796875000,33552,0.9062500000,0.0000000000
0.9218750000,29,373.7179260254,7716.9228515625,7402.0512695312,7658.3334960938,5133.9741210938,4913.4614257812,2176.4101562500,320.3846130371,33552,0.9218750000,0.0000000000
0.9296875000,29,6721.6665039062,1655.2563476562,1220.5128173828,4990.8974609375,1807.4359130859,5841.2822265625,8191.9228515625,3039.8718261719,,,
0.9375000000,30,575.5128173828,1630.5128173828,7557.4360351562,1016.0256347656,3534.4870605469,6494.3588867188,2936.0256347656,2104.3588867188,33552,0.9375000000,0.0000000000
0.9453125000,30,8342.8203125000,3692.6923828125,5432.8203125000,6433.2050781250,5488.4614257812,5193.7177734375,1288.4615478516,3198.5898437500,33552,0.9375000000,0.0000000000
0.9531250000,30,1912.9487304688,7369.6152343750,4398.8461914062,4442.1796875000,1251.0256347656,7884.3588867188,1341.7949218750,4307.1796875000,33552,0.9531250000,0.0000000000
0.9609375000,30,6716.6665039062,3615.6411132812,1513.0769042969,1236.7949218750,8193.3330078125,8283.7177734375,4558.7177734375,1979.3590087891,,,
0.9687500000,31,1349.3590087891,4296.0258789062,1130.5128173828,8335.5126953125,5385.1284179688,4750.0000000000,2950.0000000000,7270.8974609375,33552,0.9687500000,0.0000000000
0.9765625000,31,5789.3588867188,4290.2563476562,1534.1025390625,1190.2563476562,4926.5385742188,2292.9487304688,5421.2822265625,434.3589782715,33552,0.9687500000,0.0000000000
0.9843750000,31,6126.9228515625,463.5897216797,908.5897216797,4931.2822265625,4612.6923828125,285.1282043457,5666.1538085938,4698.3334960938,33552,0.9843750000,0.0000000000
0.9921875000,31,1225.7691650391,1858.7178955078,2186.2819824219,1736.2821044922,7285.2563476562,5627.3076171875,7793.2050781250,2135.1281738281,,,
1.0000000000,32,1864.6153564453,6237.9487304688,4172.5639648438,5601.2822265625,5826.2822265625,6792.4360351562,4588.5898437500,3829.1025390625,33552,1.0000000000,0.0000000000
1.0078125000,32,7092.9487304688,7677.0512695312,914.6153564453,710.2564086914,6979.4873046875,6363.3334960938,4279.2309570312,361.4102478027,33552,1.0000000000,0.0000000000
1.0156250000,32,4941.5385742188,5102.9487304688,6422.3076171875,8041.6665039062,2835.3845214844,6785.8974609375,5514.6152343750,6130.6411132812,33552,1.0156250000,0.0000000000
1.0234375000,32,6405.0000000000,2929.6154785156,4843.0771484375,777.8204956055,7232.0512695312,81.0256347656,1958.4615478516,164.1025543213,,,
1.0312500000,33,4148.3334960938,5331.5385742188,4242.1796875000,124.9999923706,1311.5384521484,885.7692260742,202.8205108643,6300.7690429688,33552,1.0312500000,0.0000000000
1.0390625000,33,1695.3846435547,7223.0771484375,3575.2563476562,1738.0769042969,4384.1025390625,5865.6411132812,5227.5639648438,5144.6152343750,33552,1.0312500000,0.0000000000
1.0468750000,33,1176.0256347656,8205.0000000000,2043.8461914062,2787.0512695312,6318.9741210938,7947.6923828125,2086.4101562500,1172.4359130859,33552,1.0468750000,0.0000000000
1.0546875000,33,7906.4101562500,2271.2819824219,4237.4360351562,6256.5385742188,984.8717651367,4731.9228515625,262.1794738770,3477.8205566406,,,
1.0625000000,34,4072.8205566406,3623.2050781250,971.5384521484,3407.6923828125,336.2820434570,2604.8718261719,6875.7690429688,2788.4614257812,33552,1.0625000000,0.0000000000
1.0703125000,34,5991.2822265625,7441.0258789062,7884.3588867188,2835.0000000000,7723.5898437500,32.4358901978,5222.9487304688,5905.1284179688,33552,1.0625000000,0.0000000000
1.0781250000,34,7182.9487304688,2396.2819824219,5577.3076171875,6169.3588867188,7246.9228515625,5673.8461914062,7981.9228515625,5304.1025390625,33552,1.0781250000,0.0000000000
1.0859375000,34,4128.9741210938,7458.3334960938,7573.5898437500,522.3076782227,494.7435913086,1553.7178955078,4655.2563476562,2272.5642089844,,,
1.0937500000,35,6838.7177734375,614.4871826172,7491.7949218750,7524.3588867188,4803.2050781250,7965.6411132812,5012.5639648438,5491.9228515625,33552,1.0937500000,0.0000000000
1.1015625000,35,6587.5639648438,7816.0258789062,2150.0000000000,6559.3588867188,6120.2563476562,6020.1284179688,2557.4357910156,7941.0258789062,33552,1.0937500000,0.0000000000
1.1093750000,35,1776.4102783203,3650.1281738281,613.8461303711,4062.8205566406,2040.5128173828,3107.5642089844,1521.1538085938,6228.4614257812,33552,1.1093750000,0.0000000000
1.1171875000,35,5423.3334960938,8102.6923828125,6085.2563476562,1020.8973999023,2987.4357910156,2780.2563476562,7422.9487304688,4463.9741210938,,,
1.1250000000,36,6292.3076171875,6060.6411132812,5162.0512695312,927.1795043945,7912.6923828125,4906.1538085938,284.3589782715,2650.8974609375,33552,1.1250000000,0.0000000000
1.1328125000,36,4781.0258789062,7440.8974609375,4321.5385742188,322.3076782227,2613.5898437500,7291.6665039062,8093.9746093750,4954.6152343750,33552,1.1250000000,0.0000000000
1.1406250000,36,6919.6152343750,5263.0771484375,159.2307586670,5535.7690429688,5145.8974609375,320.5128173828,6954.8715820312,7318.8461914062,33552,1.1406250000,0.0000000000
1.1484375000,36,115.3846054077,3360.6411132812,4175.3847656250,8327.0517578125,7350.3847656250,6868.8461914062,3547.1794433594,8362.1796875000,,,
1.1562500000,37,5463.8461914062,6858.0771484375,7307.9487304688,747.3076782227,1118.7178955078,5512.9487304688,6896.6665039062,1013.2051391602,33552,1.1562500000,0.0000000000
1.1640625000,37,7231.9228515625,1851.1538085938,4950.1284179688,6140.1284179688,8166.6665039062,2760.8974609375,5114.7436523438,2918.5898437500,33552,1.1562500000,0.0000000000
1.1718750000,37,4829.7436523438,3070.3845214844,574.4871826172,5090.7690429688,3927.9487304688,2225.8974609375,1587.8205566406,4600.6411132812,33552,1.1718750000,0.0000000000
1.1796875000,37,23.5897350311,7499.2309570312,1898.8461914062,2219.1025390625,3608.3332519531,5232.9487304688,5035.0000000000,2999.8718261719,,,
1.1875000000,38,5681.9228515625,5635.5126953125,114.3589630127,68.5897369385,6220.1284179688,3344.2307128906,4815.1284179688,4903.0771484375,33552,1.1875000000,0.0000000000
1.1953125000,38,4837.8203125000,3681.5385742188,7143.2050781250,4010.2563476562,5735.2563476562,487.1794738770,5157.1796875000,5668.3334960938,33552,1.1875000000,0.0000000000
1.2031250000,38,2553.4614257812,6477.5639648438,5811.9228515625,6030.2563476562,738.7179565430,2199.3588867188,1001.6666870117,4619.8715820312,33552,1.2031250000,0.0000000000
1.2109375000,38,1218.4615478516,219.4871673584,2450.8974609375,8278.7177734375,3897.5642089844,4739.6152343750,2568.8461914062,1361.5384521484,,,
1.2187500000,39,6417.5639648438,6622.5639648438,4778.4614257812,7410.6411132812,760.3845825195,4451.7949218750,6652.0512695312,5158.7177734375,33552,1.2187500000,0.0000000000
1.2265625000,39,97.6922988892,828.3333129883,52.5640945435,5043.8461914062,62.0512733459,500.7692260742,3871.7949218750,8194.4873046875,33552,1.2187500000,0.0000000000
1.2343750000,39,4174.6152343750,1595.8974609375,8282.4355468750,4481.1538085938,3713.9743652344,4105.5126953125,7769.3588867188,3175.3845214844,33552,1.2343750000,0.0000000000
1.2421875000,39,1757.0512695312,1718.8461914062,6043.9741210938,5640.3847656250,51.0256309509,7077.3076171875,818.9743652344,7844.2309570312,,,
1.2500000000,40,8350.6406250000,3796.0256347656,1641.5384521484,3076.4101562500,4530.7690429688,6530.1284179688,6884.2309570312,7321.7949218750,33552,1.2500000000,0.0000000000
1.2578125000,40,5113.0771484375,7465.6411132812,6906.4101562500,5731.9228515625,55.2564010620,4093.2050781250,4421.5385742188,6214.7436523438,33552,1.2500000000,0.0000000000
1.2656250000,40,7184.6152343750,7946.1538085938,8058.0771484375,3136.9230957031,8075.0000000000,7537.3076171875,2255.3845214844,87.0512695312,33552,1.2656250000,0.0000000000
1.2734375000,40,4027.9487304688,2726.9230957031,7187.1796875000,2207.6923828125,419.4871826172,3609.7436523438,2002.0512695312,1120.6409912109,,,
1.2812500000,41,2390.1281738281,3148.2050781250,6179.2309570312,2190.2563476562,1247.0512695312,8290.3847656250,6088.5898437500,6188.0771484375,33552,1.2812500000,0.0000000000
1.2890625000,41,628.0769042969,4674.6152343750,7361.1538085938,2154.1025390625,3450.1281738281,6155.0000000000,3472.1794433594,6906.5385742188,33552,1.2812500000,0.0000000000
1.2968750000,41,5446.1538085938,5742.5639648438,4178.2050781250,327.0512695312,8217.9482421875,8328.3330078125,856.6666870117,6621.0258789062,33552,1.2968750000,0.0000000000
